CASE REFERENCE,OPEN DATE,CLOSED DATE,STATUS,SUBJECT,REASON,TYPE,OBJECT TYPE,ADDRESS NUMBER,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE,PROPERTY ID,LOCATION,LATITUDE,LONGITUDE,COUNCIL DISTRICT,POLICE DISTRICT,CENSUS TRACT,CENSUS BLOCK GROUP,CENSUS BLOCK,NEIGHBORHOOD,X COORDINATE,Y COORDINATE
1000963371,03/21/2019 03:10:00 PM,04/05/2019 07:36:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,123,MERRIMAC,,Buffalo,NY,14214,79.46-11-17,"(42.95367131064071, -78.82917313604855)",42.95367131064071,-78.82917313604855,UNIVERSITY,District E,46.01,2,2003,UNKNOWN,-8775212.669,5304950.7908
1000963832,03/25/2019 11:33:00 AM,04/05/2019 02:45:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Other Hole in Road (Req_Serv),Property,93,MARION,,Buffalo,NY,14207,88.28-4-6,"(42.941461368354666, -78.88205669151463)",42.941461368354666,-78.88205669151463,NORTH,District D,55,1,1003,UNKNOWN,-8781107.978,5303044.1697
1000963971,03/25/2019 03:03:00 PM,04/23/2019 08:52:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Property,43,RAPIN,,Buffalo,NY,14211,101.64-2-13,"(42.90563262503791, -78.81799320808265)",42.90563262503791,-78.81799320808265,FILLMORE,District C,29,2,2004,UNKNOWN,-8773957.845,5297606.9697
1000963979,03/25/2019 03:11:00 PM,04/05/2019 08:22:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,43,ALDRICH,,Buffalo,NY,14220,133.79-4-10,"(42.832855335366006, -78.82247114593108)",42.832855335366006,-78.82247114593108,SOUTH,District A,6,4,4008,UNKNOWN,-8774441.178,5286533.8489
1000964249,03/26/2019 02:07:00 PM,04/05/2019 08:26:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,15,HARDING,,Buffalo,NY,14220,133.63-2-1,"(42.84035912731892, -78.82322105478798)",42.84035912731892,-78.82322105478798,SOUTH,District A,6,1,1005,UNKNOWN,-8774551.673,5287682.5452
1000964487,03/27/2019 01:19:00 PM,04/05/2019 08:38:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,16,COLUMBUS,,Buffalo,NY,14220,133.39-2-43,"(42.847784669372686, -78.82304431797708)",42.847784669372686,-78.82304431797708,SOUTH,District A,8,2,2011,UNKNOWN,-8774541.426,5288858.4831
1000964511,03/27/2019 02:03:00 PM,04/05/2019 01:21:00 PM,Closed,Dept of Public Works,Rodent Control,Rodents (Req_Serv),Property,236,HUMBOLDT,,Buffalo,NY,14214,89.66-2-27,"(42.92703790165832, -78.84896878860455)",42.92703790165832,-78.84896878860455,MASTEN,District E,52.02,2,2005,UNKNOWN,-8777434.391,5300914.5786
1000964564,03/27/2019 03:28:00 PM,04/05/2019 01:22:00 PM,Closed,Dept of Public Works,Rodent Control,Rodents (Req_Serv),Property,182,CAZENOVIA,,Buffalo,NY,14210,133.26-6-6,"(42.85217411513862, -78.80814580215036)",42.85217411513862,-78.80814580215036,SOUTH,District A,10,3,3004,UNKNOWN,-8772911.259,5289515.2573
1000964590,03/27/2019 04:22:00 PM,04/10/2019 09:39:00 AM,Closed,Dept of Public Works,Sanitation,Totes Audit (Req_Serv),Property,134,LATHROP,,Buffalo,NY,14212,101.78-2-26,"(42.898496080864554, -78.8300056221046)",42.898496080864554,-78.8300056221046,FILLMORE,District C,27.02,3,3001,UNKNOWN,-8775339.672,5296535.8891
1000964750,03/28/2019 12:04:00 PM,04/05/2019 05:42:00 AM,Closed,Utilities,Buffalo Water Authority,Fire Hydrant Issue (Req_Serv),Property,43,GRISWOLD,,Buffalo,NY,14206,123.26-6-2,"(42.874778045018026, -78.80694901195815)",42.874778045018026,-78.80694901195815,LOVEJOY,District A,167,2,2004,UNKNOWN,-8772738.616,5292908.3445
1000964754,03/28/2019 12:13:00 PM,04/05/2019 07:38:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,37,TYLER,,Buffalo,NY,14214,79.46-7-17,"(42.952266333557255, -78.82809050381158)",42.952266333557255,-78.82809050381158,UNIVERSITY,District E,46.01,4,4002,UNKNOWN,-8775083.047,5304730.0322
1000964756,03/28/2019 12:15:00 PM,04/05/2019 07:40:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,43,TYLER,,Buffalo,NY,14214,79.46-7-19,"(42.95235093464979, -78.828279669492)",42.95235093464979,-78.828279669492,UNIVERSITY,District E,46.01,4,4002,UNKNOWN,-8775104.438,5304743.1067
1000964767,03/28/2019 12:53:00 PM,04/05/2019 01:24:00 PM,Closed,Dept of Public Works,Rodent Control,Rodents (Req_Serv),Property,134,WELLINGTON,,Buffalo,NY,14216,78.66-2-21,"(42.94816241542338, -78.85187732445665)",42.94816241542338,-78.85187732445665,DELAWARE,District D,48,1,1002,UNKNOWN,-8777782.131,5304086.2009
1000964810,03/28/2019 02:10:00 PM,04/05/2019 04:16:00 PM,Closed,Dept of Public Works,Sanitation,Totes Audit (Req_Serv),Property,1023,LAFAYETTE AVE,,Buffalo,NY,14209,100.24-3-16,"(42.92064963592288, -78.86082363120144)",42.92064963592288,-78.86082363120144,ELLICOTT,District D,169,3,3000,UNKNOWN,-8778682.394,5299881.0265
1000966583,04/06/2019 09:55:00 AM,04/15/2019 08:59:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,118,WECKER,,Buffalo,NY,,90.81-1-17,,,,,,,,,UNKNOWN,-8773418.487,5299961.1141
1000966994,04/08/2019 03:34:00 PM,04/18/2019 11:22:00 AM,Closed,Dept of Public Works,Rodent Control,Rodents (Req_Serv),Property,60,ALLEGANY,,Buffalo,NY,14220,133.38-2-5,"(42.848650934252, -78.82689891450677)",42.848650934252,-78.82689891450677,SOUTH,District A,2,3,3001,UNKNOWN,-8774999.98,5288982.9333
1000967942,04/11/2019 06:40:00 PM,04/24/2019 03:34:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,39,BURLINGTON,,Buffalo,NY,14215,90.48-7-3,"(42.93221505549468, -78.81700106685945)",42.93221505549468,-78.81700106685945,MASTEN,District E,42,3,3002,UNKNOWN,-8773855.324,5301629.8616
1000968484,04/15/2019 12:59:00 PM,,Open,Office of the Mayor,Citizen Services - Save Our Streets,Save Our Streets Program (Req_Serv),Property,300,WINSLOW,,Buffalo,NY,14211,100.44-5-49,"(42.913090667505834, -78.84164314168423)",42.913090667505834,-78.84164314168423,ELLICOTT,District C,35,2,2006,UNKNOWN,-8776614.531,5298779.6425
1000969810,04/22/2019 12:49:00 PM,04/23/2019 09:45:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,740,WALDEN,,Buffalo,NY,14211,101.65-5-12.11,"(42.905599841159415, -78.80870822744274)",42.905599841159415,-78.80870822744274,LOVEJOY,District C,30,3,3002,UNKNOWN,-8772936.796,5297683.3886
1000969839,04/22/2019 01:29:00 PM,04/23/2019 08:57:00 AM,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,110,KIMBERLY,,Buffalo,NY,14220,133.65-3-43,"(42.838144638481815, -78.81076380844333)",42.838144638481815,-78.81076380844333,SOUTH,District A,7,5,5006,UNKNOWN,-8773179.098,5287404.2201
1000970529,04/24/2019 02:00:00 PM,04/25/2019 11:05:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Property,1029,LOVEJOY,,Buffalo,NY,14206,112.49-1-24,"(42.88968555882627, -78.81016668701194)",42.88968555882627,-78.81016668701194,LOVEJOY,District C,23,4,4002,UNKNOWN,-8773118.223,5295165.7751
1000971017,04/26/2019 11:20:00 AM,04/30/2019 10:00:00 PM,Closed,Dept of Public Works,Forestry,Tree Removal (Req_SERV),Property,1074,ELLICOTT,,Buffalo,NY,14209,100.55-3-5,"(42.907331949130324, -78.8650383302997)",42.907331949130324,-78.8650383302997,ELLICOTT,District B,168,2,2009,UNKNOWN,-8779231.64,5297894.4572
1000971308,04/29/2019 10:37:00 AM,04/30/2019 10:47:00 AM,Closed,Utilities,Buffalo Sewer Authority,Basement Flooding (Req_Serv),Property,375,PENNSYLVANIA,,Buffalo,NY,14201,99.76-6-9,"(42.90117411953056, -78.88305213635748)",42.90117411953056,-78.88305213635748,ELLICOTT,District B,68,3,3001,UNKNOWN,-8781150.389,5296946.4648
1000971317,04/29/2019 10:46:00 AM,04/30/2019 09:32:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,61,THEODORE,,Buffalo,NY,14211,101.50-1-53,"(42.91137446329685, -78.80820604765617)",42.91137446329685,-78.80820604765617,LOVEJOY,District C,37,2,2006,UNKNOWN,-8772861.629,5298519.6355
1000971339,04/29/2019 11:18:00 AM,04/30/2019 10:00:00 PM,Closed,Dept of Public Works,Forestry,Tree Trimming Request (Req_Serv),Property,319,ABBY,,Buffalo,NY,14220,123.77-8-33.11,"(42.85576793582005, -78.83717991513852)",42.85576793582005,-78.83717991513852,SOUTH,District A,1.10,3,3008,UNKNOWN,-8776057.967,5290031.7018
1000971656,04/30/2019 10:33:00 AM,04/30/2019 01:22:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Property,477,WASHINGTON,,Buffalo,NY,14203,111.46-8-9,"(42.8872037008638, -78.87272140082695)",42.8872037008638,-78.87272140082695,ELLICOTT,District B,165,1,1042,UNKNOWN,-8780008.587,5294827.2707
1000973319,05/07/2019 10:42:00 AM,,Open,Dept of Public Works,Sanitation,Recycling Tote Replace (Req_Serv),Property,111,CUNARD,,Buffalo,NY,14216,78.51-6-17,"(42.95353940982465, -78.84941707465951)",42.95353940982465,-78.84941707465951,DELAWARE,District D,48,3,3004,UNKNOWN,-8777447.234,5304968.8437
1000974527,05/13/2019 08:50:00 AM,,Open,Dept of Public Works,Sanitation,Recycling Tote Pickup (Req_Serv),Property,8,CONDON,,Buffalo,NY,14207,77.48-5-15,"(42.95436016400372, -78.90400963681836)",42.95436016400372,-78.90400963681836,NORTH,District D,58.02,1,1001,UNKNOWN,-8783579.938,5305031.8023
1000974952,05/14/2019 10:13:00 AM,05/16/2019 09:30:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Missed Pick Up (Req_Serv),Property,98,BABCOCK,,Buffalo,NY,14210,123.45-1-14,"(42.8673983623492, -78.8361086989151)",42.8673983623492,-78.8361086989151,FILLMORE,District A,163,3,3012,UNKNOWN,-8776034.406,5291789.4153
1000975097,05/14/2019 02:12:00 PM,,Open,Dept of Public Works,Engineering - Traffic,PW Neighborhood Traffic Calming (Req_Serv),Property,INTERSECTION,Fillmore Ave,Gesl St,Buffalo,NY,14214,1192,"(42.92977104349854, -78.83928198088138)",42.92977104349854,-78.83928198088138,MASTEN,District E,40.01,4,4011,UNKNOWN,1079746,1067584.5
1000975145,05/14/2019 03:42:00 PM,,Open,Dept of Public Works,Sanitation,Recycling Tote Deliver (Req_Serv),Property,20,FIELDS,,Buffalo,NY,14210,123.83-1-12,"(42.85657253093341, -78.80275120629032)",42.85657253093341,-78.80275120629032,SOUTH,District A,10,5,5012,UNKNOWN,-8772261.123,5290176.3623
1000975487,05/15/2019 05:33:00 PM,05/16/2019 09:37:00 AM,Closed,Dept of Public Works,Sanitation,Recycling Missed Pick Up (Req_Serv),Property,19,ALLEN,,Buffalo,NY,14202,100.78-6-7,"(42.89945323138558, -78.87064800440955)",42.89945323138558,-78.87064800440955,FILLMORE,District B,68,2,2000,UNKNOWN,-8779842.566,5296712.0311
1000975576,05/16/2019 10:21:00 AM,05/16/2019 11:04:00 AM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Street,,CORONADA,,Buffalo,NY,,,,,,,,,,,UNKNOWN,,
1000975608,05/16/2019 11:08:00 AM,05/16/2019 02:21:00 PM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,INTERSECTION,Saint Lawrence Ave,Duluth Ave,Buffalo,NY,14216,13,"(42.956031990301724, -78.85089502857251)",42.956031990301724,-78.85089502857251,DELAWARE,District D,51,1,1005,UNKNOWN,1076666.4,1077165
1000975631,05/16/2019 11:37:00 AM,05/16/2019 02:12:00 PM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,INTERSECTION,E Amherst St,Comstock Ave,Buffalo,NY,14215,996,"(42.940164027208745, -78.81731899279494)",42.940164027208745,-78.81731899279494,UNIVERSITY,District E,47,3,3007,UNKNOWN,1085638.5,1071355.1
1000976665,05/20/2019 03:42:00 PM,05/21/2019 10:00:00 PM,Closed,Dept of Public Works,Forestry,Tree Removal (Req_SERV),Property,14,FAIRVIEW,,Buffalo,NY,14210,133.34-3-43,"(42.8507789962915, -78.80413873245526)",42.8507789962915,-78.80413873245526,SOUTH,District A,10,1,1005,UNKNOWN,-8772422.018,5289340.0191
1000990270,06/03/2019 12:35:00 PM,06/04/2019 10:00:00 PM,Closed,Dept of Public Works,Forestry,Tree Removal (Req_SERV),Property,14,JUNIOR,,Buffalo,NY,14210,133.27-9-27,"(42.85338416220103, -78.80143467515498)",42.85338416220103,-78.80143467515498,SOUTH,District A,10,1,1001,UNKNOWN,-8772106.298,5289687.4883
1000990287,06/03/2019 12:55:00 PM,06/25/2019 10:09:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Property,2,WILLOWLAWN,,Buffalo,NY,14214,89.43-6-9,"(42.93396387085255, -78.8448887742355)",42.93396387085255,-78.8448887742355,DELAWARE,District D,52.01,3,3001,UNKNOWN,-8777009.577,5301919.7062
1000990401,06/03/2019 03:38:00 PM,,Open,Office of the Mayor,Citizen Services - Save Our Streets,Save Our Streets Program (Req_Serv),Property,62,POOLEY,,Buffalo,NY,14213,88.67-1-65,"(42.92683210387905, -78.89229112002216)",42.92683210387905,-78.89229112002216,NORTH,District D,171,2,2002,UNKNOWN,-8782220.737,5300871.4983
1000991453,06/06/2019 12:25:00 PM,,Open,Dept of Law,Freedom of Information,FOIL Records Human Resources (Req_Serv),Unknown,Unknown,Unknown,Unknown,Buffalo,NY,,Unknown,,,,,,,,,UNKNOWN,,
1000992179,06/10/2019 08:45:00 AM,06/10/2019 09:06:00 AM,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Property,1700,KENMORE,,Buffalo,NY,14216,78.37-1-7.2,"(42.958563032528325, -78.88093743239718)",42.958563032528325,-78.88093743239718,NORTH,District D,56,1,1002,UNKNOWN,-8780993.868,5305619.2899
1000992343,06/10/2019 11:11:00 AM,07/23/2019 12:32:00 PM,Closed,Dept of Public Works,Engineering - Traffic,Signal Timing Issue City (Req_Serv),Property,INTERSECTION,Delaware Ave,Lancaster Ave,Buffalo,NY,14209,2032,"(42.919462023761795, -78.86808303315468)",42.919462023761795,-78.86808303315468,ELLICOTT,District D,169,3,3003,UNKNOWN,1072020.1,1063852.2
1000992359,06/10/2019 11:23:00 AM,06/10/2019 03:02:00 PM,Closed,Dept of Public Works,Streets,PW Vacant Lot (Req_Serv),Property,103,STEVENS,,Buffalo,NY,14215,101.22-4-39,"(42.917356115900134, -78.82528596684638)",42.917356115900134,-78.82528596684638,MASTEN,District E,34,1,1003,UNKNOWN,-8774767.829,5299402.8239
1000992361,06/10/2019 11:24:00 AM,06/10/2019 03:02:00 PM,Closed,Dept of Public Works,Streets,Sweeper (Req_Serv),Property,INTERSECTION,Breckenridge St,Plymouth Ave,Buffalo,NY,14213,2137,"(42.91687199716094, -78.89578305024425)",42.91687199716094,-78.89578305024425,NIAGARA,District D,61,5,5005,UNKNOWN,1064597,1062934.6
1000992364,06/10/2019 11:26:00 AM,06/17/2019 09:04:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,407,SPRING,,Buffalo,NY,14204,111.49-3-27.1,"(42.88854586835712, -78.85699099452488)",42.88854586835712,-78.85699099452488,ELLICOTT,District B,14.02,4,4001,UNKNOWN,-8778291.596,5295016.2645
1000992435,06/10/2019 12:40:00 PM,06/10/2019 03:02:00 PM,Closed,Dept of Public Works,Streets,PW Vacant Lot (Req_Serv),Property,859,TONAWANDA,,Buffalo,NY,14207,77.57-1-2,"(42.95199089352122, -78.90491023343338)",42.95199089352122,-78.90491023343338,NORTH,District D,58.02,1,1005,UNKNOWN,-8783632,5304676.9754
1000992445,06/10/2019 12:53:00 PM,06/10/2019 03:13:00 PM,Closed,Dept of Public Works,Sanitation,Illegal Dumping Street (Req_Serv),Property,66,KIRKOVER,,Buffalo,NY,14206,123.30-2-4,"(42.873180160476245, -78.8260475198865)",42.873180160476245,-78.8260475198865,FILLMORE,District A,163,2,2008,UNKNOWN,-8774877.198,5292747.0686
1000992658,06/10/2019 05:52:00 PM,07/11/2019 10:42:00 AM,Closed,Office of the Mayor,Citizen Services - Graffiti,City Property (Req_Serv),Property,INTERSECTION,Elmwood Ave,Anderson Pl,Buffalo,NY,14222,2447,"(42.912224967836934, -78.87706994436692)",42.912224967836934,-78.87706994436692,NIAGARA,District B,66.02,2,2002,UNKNOWN,1069603.8,1061223
1000993167,06/12/2019 09:15:00 AM,06/17/2019 12:27:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,72,LOCKWOOD,,Buffalo,NY,14220,133.46-4-21,"(42.844260113379406, -78.83016421019971)",42.844260113379406,-78.83016421019971,SOUTH,District A,1.10,4,4000,UNKNOWN,-8775261.446,5288322.3368
1000993169,06/12/2019 09:16:00 AM,06/17/2019 07:18:00 PM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,75,LOCKWOOD,,Buffalo,NY,14220,133.46-5-23,"(42.84414927923905, -78.83007062396563)",42.84414927923905,-78.83007062396563,SOUTH,District A,1.10,4,4001,UNKNOWN,-8775250.082,5288250.3752
1000993263,06/12/2019 11:08:00 AM,06/25/2019 10:09:00 AM,Closed,Utilities,National Grid,Streetlights (Req_Serv),Property,30,EDNA,,Buffalo,NY,14209,100.64-6-38.1,"(42.90493056442944, -78.86453950861389)",42.90493056442944,-78.86453950861389,ELLICOTT,District B,168,2,2014,UNKNOWN,-8779171.257,5297545.8292
1000993534,06/13/2019 08:59:00 AM,06/17/2019 02:05:00 PM,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,496,BEST,,Buffalo,NY,14208,100.66-2-25,"(42.90384642024764, -78.84977655031612)",42.90384642024764,-78.84977655031612,ELLICOTT,District C,33.02,4,4004,UNKNOWN,-8777511.614,5297378.2276
1000993633,06/13/2019 11:23:00 AM,06/17/2019 09:25:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,263,WESTMINSTER,,Buffalo,NY,14215,90.26-2-20,"(42.94222946656085, -78.8053083419228)",42.94222946656085,-78.8053083419228,UNIVERSITY,District E,43,7,7004,UNKNOWN,-8772501.712,5303193.0698
1000993898,06/14/2019 09:58:00 AM,06/17/2019 02:09:00 PM,Closed,Dept of Public Works,Sanitation,Missed Pickup 2_Piece Large Trash (Req_Serv),Property,38,NORTHUMBERLAND,,Buffalo,NY,14215,101.31-5-11,"(42.91492865510206, -78.82049987477933)",42.91492865510206,-78.82049987477933,MASTEN,District E,36,4,4003,UNKNOWN,-8774286.533,5299152.2503
1000993910,06/14/2019 10:05:00 AM,06/17/2019 11:11:00 AM,Closed,DPIS,Housing,Electrical Issue (Req_Serv),Property,36,UTICA EAST,,Buffalo,NY,14209,100.48-1-37,"(42.91127783598617, -78.86452265543974)",42.91127783598617,-78.86452265543974,MASTEN,District E,168,2,2004,UNKNOWN,-8779122.367,5298526.4233
1000994125,06/14/2019 03:03:00 PM,06/17/2019 08:26:00 AM,Closed,Buffalo Municipal Housing Authority,BMHA,BMHA Issue (Req_Serv),Property,110,ERIE,,Buffalo,NY,14202,111.17-15-2,"(42.8806511106406, -78.8806518256932)",42.8806511106406,-78.8806518256932,FILLMORE,District B,72.02,1,1022,UNKNOWN,-8780838.421,5293571.8609
1000994149,06/14/2019 03:40:00 PM,06/17/2019 09:53:00 AM,Closed,Dept of Public Works,Sanitation,Totes Replace (Req_Serv),Property,379,EMSLIE,,Buffalo,NY,14206,111.58-6-29,"(42.88661841990031, -78.84881488695365)",42.88661841990031,-78.84881488695365,ELLICOTT,District C,15,2,2017,UNKNOWN,-8777386.592,5294763.8143
1000994269,06/17/2019 08:50:00 AM,06/17/2019 10:50:00 AM,Closed,DPIS,Housing,Housing Violations (Req_Serv),Property,2531,DELAWARE,,Buffalo,NY,14216,78.55-2-63,"(42.952866673130835, -78.86893198261521)",42.952866673130835,-78.86893198261521,DELAWARE,District D,51,4,4001,UNKNOWN,-8779620.726,5304813.6852
1000994270,06/17/2019 08:51:00 AM,06/17/2019 02:15:00 PM,Closed,Dept of Public Works,Streets,PW Vacant Lot (Req_Serv),Property,87,VIADUCT ELK,,Buffalo,NY,14210,122.42-3-6,"(42.86909903141242, -78.84985015699678)",42.86909903141242,-78.84985015699678,FILLMORE,District A,5,1,1001,UNKNOWN,-8777611.6,5291987.2816
1000994390,06/17/2019 10:43:00 AM,06/17/2019 01:13:00 PM,Closed,Dept of Public Works,Streets,Leaves / Lawn Debris (Req_Serv),Property,21,RANDWOOD,,Buffalo,NY,14216,89.06-7-28.11,"(42.93543173274565, -78.87065449776982)",42.93543173274565,-78.87065449776982,NORTH,District D,54,1,1011,UNKNOWN,-8779815.539,5302188.8591
1000994391,06/17/2019 10:44:00 AM,06/17/2019 10:58:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,244,SYCAMORE,,Buffalo,NY,14204,111.40-3-51,"(42.89081033157725, -78.86115096335408)",42.89081033157725,-78.86115096335408,ELLICOTT,District B,25.02,2,2026,UNKNOWN,-8778798.656,5295391.0258
1000994399,06/17/2019 10:51:00 AM,06/17/2019 11:19:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,77,JOHNSON PK,,Buffalo,NY,14201,111.29-8-33,"(42.89294244349114, -78.87997717554025)",42.89294244349114,-78.87997717554025,FILLMORE,District B,71.02,2,2001,UNKNOWN,-8780798.291,5295712.4625
1000994404,06/17/2019 10:54:00 AM,06/17/2019 11:20:00 AM,Closed,Dept of Parking,Parking Violations Bureau,Parking Issues (Req_Serv),Property,11,SHOSHONE,,Buffalo,NY,14214,79.61-2-21,"(42.94786939062201, -78.83558109780795)",42.94786939062201,-78.83558109780795,UNIVERSITY,District D,45,1,1012,UNKNOWN,-8775905.673,5304041.6541
1000994449,06/17/2019 11:39:00 AM,,Open,Dept of Public Works,Sanitation,Recycling Tote Abandon Pickup (Req_Serv),Property,33,DAKOTA,,Buffalo,NY,14216,78.71-1-32,"(42.94672893833654, -78.86499855072954)",42.94672893833654,-78.86499855072954,DELAWARE,District D,49,5,5003,UNKNOWN,-8779283.782,5303907.0074
1000996660,06/24/2019 01:58:00 PM,06/25/2019 02:56:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Pot Hole (Req_Serv),Property,INTERSECTION,Hirschbeck St,Pullman Pl,Buffalo,NY,14212,2836,"(42.89894303233029, -78.81697999711893)",42.89894303233029,-78.81697999711893,FILLMORE,District C,28,3,3001,UNKNOWN,1085687.5,1056332
1000996721,06/24/2019 02:55:00 PM,06/25/2019 09:57:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,286,HUNTINGTON,,Buffalo,NY,14214,78.75-4-3,"(42.946240166276304, -78.84302713797616)",42.946240166276304,-78.84302713797616,DELAWARE,District D,45,5,5006,UNKNOWN,-8776751.766,5303720.5622
1000996722,06/24/2019 02:55:00 PM,06/25/2019 01:02:00 PM,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,426,IDEAL,,Buffalo,NY,14206,112.26-6-7,"(42.895836676035394, -78.80741333752596)",42.895836676035394,-78.80741333752596,LOVEJOY,District C,24,5,5007,UNKNOWN,-8772823.631,5296228.3567
1000996733,06/24/2019 03:08:00 PM,06/25/2019 09:56:00 AM,Closed,Buffalo Police Department,Police,Quality of Life Issue (Req_Serv),Property,83,CHIPPEWA WEST,,Buffalo,NY,14202,111.38-1-10,"(42.89067106569434, -78.8760050634584)",42.89067106569434,-78.8760050634584,ELLICOTT,District B,165,1,1009,UNKNOWN,-8780432.874,5295377.3554
1000996756,06/24/2019 03:30:00 PM,06/25/2019 01:03:00 PM,Closed,Dept of Public Works,Animal Shelter,Animals (Req_Serv),Property,22,RIDGEWOOD,,Buffalo,NY,14220,133.63-3-47,"(42.83893025003322, -78.82290834841008)",42.83893025003322,-78.82290834841008,SOUTH,District A,6,2,2002,UNKNOWN,-8774522.072,5287513.741
1000996849,06/25/2019 08:54:00 AM,06/25/2019 09:40:00 AM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,290,HAZELWOOD,,Buffalo,NY,14215,90.66-7-9,"(42.92720260446381, -78.80580872959524)",42.92720260446381,-78.80580872959524,UNIVERSITY,District E,41,2,2005,UNKNOWN,-8772652.1,5300876.8862
1000996851,06/25/2019 08:59:00 AM,06/25/2019 11:44:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,11,BOEHM,,Buffalo,NY,14211,101.49-2-1,"(42.911875481474084, -78.81348949860757)",42.911875481474084,-78.81348949860757,LOVEJOY,District C,37,3,3005,UNKNOWN,-8773433.194,5298546.2147
1000996864,06/25/2019 09:15:00 AM,06/25/2019 11:46:00 AM,Closed,Dept of Public Works,Sanitation,Garbage Missed Pick Up (Req_Serv),Property,21,DUPONT,,Buffalo,NY,14208,100.42-9-1.21,"(42.911726084365164, -78.85288339115473)",42.911726084365164,-78.85288339115473,ELLICOTT,District C,33.02,3,3016,UNKNOWN,-8777839.887,5298571.9558
1000997576,06/26/2019 04:01:00 PM,06/27/2019 02:04:00 PM,Closed,Buffalo Police Department,Police,Police Issue (Req_Serv),Property,145,CHERRY,,Buffalo,NY,14204,111.32-6-7.11,"(42.89429225320346, -78.86089715495339)",42.89429225320346,-78.86089715495339,ELLICOTT,District B,25.02,2,2020,UNKNOWN,,
1000998593,07/01/2019 11:38:00 AM,07/01/2019 12:31:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Paving (Req_Serv),Property,INTERSECTION,Ellicott St,Dodge St,Buffalo,NY,14209,2688,"(42.905787994205845, -78.86549299818435)",42.905787994205845,-78.86549299818435,ELLICOTT,District B,168,2,2012,UNKNOWN,1072697.1,1058866.4
1000998659,07/01/2019 12:55:00 PM,07/01/2019 03:28:00 PM,Closed,Dept of Public Works,Rodent Control,Pest (Req_Serv),Property,835,DELAVAN EAST,,Buffalo,NY,14215,90.78-3-3,"(42.92236297058294, -78.82604782166176)",42.92236297058294,-78.82604782166176,MASTEN,District E,34,1,1001,UNKNOWN,-8774885.034,5300130.2253
1000998758,07/01/2019 03:06:00 PM,08/07/2019 02:42:00 PM,Closed,Dept of Public Works,Engineering - Street Repairs,Sidewalks (Req_Serv),Property,123,ST MARYS,,Buffalo,NY,14211,101.58-2-29,"(42.908747766276164, -78.80698531486306)",42.908747766276164,-78.80698531486306,LOVEJOY,District C,30,3,3000,UNKNOWN,-8772721.262,5298167.3132
1000999155,07/02/2019 02:24:00 PM,,Open,Office of the Mayor,Citizen Services - Save Our Streets,Save Our Streets Program (Req_Serv),Property,142,NIAGARA FALLS BLVD,,Buffalo,NY,14214,79.39-1-1,"(42.95779275300617, -78.82383676874247)",42.95779275300617,-78.82383676874247,UNIVERSITY,District E,46.01,3,3004,UNKNOWN,-8774667.892,5305575.9744
